Encuesta de Población Activa
Parados
Parados por nivel de formación alcanzado, sexo y comunidad autónoma. Valores absolutos
Unidades: Miles Personas

;Total;;;;;;;;;;;;Analfabetos;;;;;;;;;;;;Estudios primarios incompletos;;;;;;;;;;;;Educación primaria;;;;;;;;;;;;Primera etapa de educación secundaria y similar;;;;;;;;;;;;Segunda etapa de educación secundaria, con orientación general;;;;;;;;;;;;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);;;;;;;;;;;;Educación superior;;;;;;;;;;;;
        Madrid, Comunidad de;243.4;246.2;271.9;275.9;286.2;274.3;299.7;319.6;320.8;282.0;314.9;324.3;1.5;..;..;..;2.0;0.7;4.9;3.1;..;..;2.4;2.1;3.7;3.7;5.1;5.0;8.1;7.5;12.1;7.5;9.3;6.7;7.5;5.9;27.5;29.6;32.6;31.9;28.8;25.6;21.8;22.4;24.7;19.4;18.3;24.7;77.9;86.1;94.1;97.5;98.6;95.2;103.0;105.6;90.8;92.4;99.4;99.0;50.1;52.6;53.2;53.1;60.6;50.6;57.2;65.7;79.4;56.7;74.2;74.7;14.5;13.2;19.4;15.7;18.8;18.6;21.3;34.4;29.0;25.7;28.6;20.2;68.3;61.1;67.6;72.7;69.3;76.0;79.4;80.8;87.6;81.2;84.5;97.7;
        Murcia, Región de;61.3;72.2;66.4;74.7;81.2;84.4;81.4;98.0;101.5;93.5;91.7;110.5;1.2;3.0;3.6;1.9;2.9;2.5;0.7;1.4;1.5;1.4;1.1;1.3;2.8;1.3;3.7;2.0;2.6;4.1;2.3;1.2;0.9;3.3;3.4;4.6;6.9;11.0;8.8;13.4;13.8;12.1;13.5;17.6;17.5;15.3;13.7;18.3;31.6;32.5;31.1;33.7;33.6;33.3;36.7;44.7;43.9;38.9;39.2;40.3;6.4;6.8;5.8;7.3;8.0;9.2;11.1;9.3;10.2;9.1;11.8;16.1;5.8;7.4;4.3;5.1;7.5;7.6;7.5;11.4;11.2;10.5;8.9;13.6;6.6;10.2;9.1;11.2;12.7;15.5;9.6;12.4;16.4;15.1;13.6;16.2;
        Navarra, Comunidad Foral de;15.2;18.7;18.0;19.6;19.6;20.5;19.6;24.1;25.2;26.1;26.3;27.1;0.3;0.3;0.5;0.6;..;..;..;..;0.3;0.5;0.5;0.2;0.3;0.7;..;0.4;0.9;0.6;1.0;1.1;0.9;1.0;1.1;..;0.4;1.4;1.3;1.7;1.6;2.0;1.7;2.1;1.8;2.7;2.3;2.9;6.2;7.3;7.1;6.1;7.9;7.2;6.9;9.0;9.8;10.4;8.6;9.7;1.3;1.3;3.9;4.3;3.8;3.4;2.2;4.2;4.7;3.9;3.9;4.4;2.2;3.5;2.7;3.4;2.4;3.5;3.4;2.9;2.7;2.7;3.8;4.3;4.5;4.0;2.4;3.0;2.9;3.7;4.4;4.7;4.9;4.9;6.1;5.5;
        País Vasco;65.1;62.2;67.3;68.7;66.7;74.2;89.4;93.2;93.1;81.5;92.6;95.3;0.3;0.3;0.3;..;0.4;..;..;..;..;..;..;..;0.8;0.8;0.8;0.5;0.9;1.4;0.9;1.1;1.1;..;0.6;0.6;5.3;4.3;3.7;4.7;4.4;5.3;6.3;7.3;8.3;6.9;7.1;8.6;26.9;22.3;25.0;27.3;26.2;30.4;35.5;37.9;35.0;28.9;34.4;35.5;8.0;6.9;8.7;9.1;7.6;7.5;15.4;10.3;9.5;9.8;13.1;10.4;6.0;7.9;8.3;7.2;7.0;7.1;9.7;12.6;13.5;10.7;13.8;15.4;17.8;19.8;20.6;20.0;20.4;22.5;21.5;24.1;25.6;25.2;23.6;24.8;
        Rioja, La;7.5;10.6;10.5;12.0;12.0;11.4;11.9;12.3;11.4;14.2;13.1;14.3;..;..;..;..;..;..;..;..;0.1;0.2;0.2;0.2;..;..;..;0.5;0.4;..;..;..;..;0.3;0.1;0.1;0.9;1.0;1.7;1.4;1.2;1.1;1.7;1.7;1.2;1.8;1.6;1.9;3.1;4.8;5.4;5.6;4.6;4.8;4.6;4.9;4.3;5.8;6.0;6.5;0.9;1.0;1.1;1.8;1.9;2.3;2.2;1.5;1.6;1.5;1.6;1.5;0.7;1.3;0.4;0.9;1.0;0.7;1.2;1.1;1.7;0.7;1.5;1.5;2.0;2.5;1.7;1.9;2.8;2.6;2.2;3.1;2.7;3.9;2.1;2.6;
        Ceuta;4.0;3.9;5.3;4.6;3.9;5.3;4.2;5.6;6.8;7.1;6.1;6.8;0.3;0.1;0.1;..;0.2;0.1;0.1;0.1;0.1;0.1;..;0.4;0.1;..;0.1;0.4;0.1;0.4;0.6;0.4;0.3;0.3;0.5;0.4;1.3;1.0;1.7;1.4;0.7;0.8;0.8;1.3;1.2;0.8;0.7;1.1;1.5;1.7;1.7;1.3;1.2;1.8;2.0;3.0;3.8;4.1;3.7;3.3;0.1;0.2;0.4;0.3;0.5;0.6;0.3;0.2;0.6;0.8;0.4;0.6;0.2;0.1;0.4;0.4;0.2;0.3;0.2;0.1;0.1;0.3;0.3;0.3;0.5;0.7;0.8;0.9;1.1;1.3;0.3;0.5;0.6;0.6;0.5;0.6;
        Melilla;4.8;5.3;6.6;6.0;6.1;5.9;6.9;5.9;4.2;4.1;4.9;4.5;0.2;0.1;0.2;0.3;0.1;..;..;0.3;..;..;..;..;0.4;0.4;0.6;0.5;0.8;1.1;1.6;0.7;0.4;0.7;1.3;1.2;0.9;0.8;1.5;1.8;1.7;1.3;1.0;1.2;0.5;0.4;1.1;0.7;1.8;1.8;2.0;1.7;1.9;1.8;2.1;1.8;2.1;2.1;1.8;1.6;0.8;1.0;0.9;0.2;0.5;0.8;1.0;0.7;0.3;0.4;0.6;0.3;0.1;0.2;0.6;0.4;0.3;0.3;0.5;0.5;0.4;0.1;0.2;0.4;0.6;1.0;0.9;1.0;0.9;0.7;0.7;0.8;0.5;0.4;..;0.4;
    Mujeres;
        Nacional;2142.7;2191.4;2325.1;2413.5;2391.9;2392.0;2560.5;2642.4;2634.0;2634.2;2690.7;2816.7;18.3;21.7;18.1;20.8;23.0;22.5;22.4;24.0;25.1;23.1;18.8;20.4;46.7;44.6;47.4;49.6;50.0;48.9;57.8;54.5;57.3;68.9;66.0;71.9;173.8;187.2;208.2;219.6;215.1;222.7;242.9;248.5;248.9;254.0;278.8;266.6;784.5;786.6;854.8;874.9;870.0;831.6;935.6;959.5;940.0;930.6;951.3;995.0;297.1;300.8;320.0;325.0;313.5;320.2;345.0;364.5;377.0;371.0;377.8;394.5;235.5;239.1;274.3;290.7;273.3;277.9;279.5;286.9;287.3;273.4;302.1;309.9;586.7;611.4;602.4;632.7;647.1;668.1;677.4;704.5;698.4;713.2;695.8;758.5;
        Andalucía;559.2;576.9;579.8;601.8;600.3;629.7;625.4;676.4;689.7;689.3;672.6;668.8;3.7;8.9;6.3;10.8;12.6;12.4;9.6;9.7;10.5;10.1;8.4;6.4;19.4;20.7;20.9;19.4;20.1;18.0;22.9;22.8;26.3;29.2;28.7;26.3;53.9;56.4;66.7;54.8;64.9;67.6;78.4;75.6;78.1;73.9;72.9;69.7;234.9;240.5;235.8;257.0;230.9;244.8;237.8;269.0;271.1;272.8;277.0;285.4;58.8;57.3;53.5;59.9;61.4;73.7;69.6;70.9;72.8;73.3;73.5;64.3;64.0;60.0;65.4;62.9;64.3;73.3;63.4;71.4;76.1;72.8;74.3;70.2;124.4;133.0;131.2;137.0;146.2;139.9;143.7;157.0;154.7;157.2;137.9;146.5;
        Aragón;47.5;53.3;55.6;56.6;52.5;53.3;62.7;65.1;65.8;62.6;65.8;71.9;0.6;..;..;..;..;..;..;1.4;1.6;0.7;0.1;..;0.4;1.2;0.3;0.8;1.1;0.6;0.7;1.0;1.8;1.9;1.3;1.7;3.7;5.2;4.5;4.8;5.8;4.5;8.9;8.7;7.4;7.8;8.6;8.1;13.0;16.3;17.6;16.7;14.1;13.8;18.0;19.1;19.0;16.2;15.5;18.8;9.2;10.4;11.2;13.2;10.8;10.1;10.6;12.0;11.2;8.1;10.1;10.4;7.0;7.2;7.9;6.9;6.7;7.9;7.7;5.7;6.5;6.6;10.9;9.7;13.6;12.9;14.0;14.4;14.1;16.4;16.8;17.3;18.3;21.3;19.3;23.2;
        Asturias, Principado de;31.5;34.2;39.0;42.8;45.1;37.0;41.7;43.1;48.0;49.8;49.9;55.1;..;..;..;..;..;..;..;..;..;..;..;0.3;..;..;..;0.2;0.5;0.4;0.3;0.4;0.7;0.6;0.3;0.2;3.2;2.5;3.0;3.4;3.5;2.8;4.2;3.6;4.4;4.7;4.3;5.2;8.3;8.6;9.6;8.4;10.4;8.3;10.4;9.7;10.1;12.5;15.8;16.3;4.0;4.2;5.4;6.0;7.1;4.0;5.8;4.8;6.3;4.8;4.1;6.2;2.6;3.4;3.7;4.9;4.0;3.8;3.7;4.6;5.9;7.9;5.3;5.0;13.4;15.3;17.3;19.9;19.6;17.8;17.2;20.0;20.8;19.4;20.1;21.7;
        Balears, Illes;40.7;32.7;41.6;50.3;47.2;36.1;52.6;62.2;47.6;41.1;49.3;65.5;0.7;0.3;1.0;1.9;1.5;1.5;1.4;1.0;0.9;0.4;..;..;1.8;0.9;1.1;0.6;0.3;0.5;1.0;0.8;1.6;2.1;0.9;1.1;0.7;0.7;2.3;3.8;3.1;4.2;5.4;5.6;3.7;3.1;3.9;5.1;17.1;12.6;16.7;19.9;18.4;13.4;19.4;26.0;19.4;13.9;17.9;24.3;6.7;6.9;8.6;8.4;10.7;6.9;12.1;12.6;7.7;5.7;7.2;11.0;6.5;4.2;4.3;6.6;4.1;3.0;4.1;3.8;4.0;4.2;5.2;5.6;7.3;7.2;7.7;9.2;9.0;6.5;9.3;12.4;10.3;11.7;14.1;18.5;
        Canarias;136.9;143.5;150.9;141.2;140.0;160.2;159.5;162.0;163.9;172.5;169.9;162.3;0.6;0.5;..;..;..;0.3;..;0.6;0.4;0.6;0.4;..;2.6;4.7;4.2;4.1;2.9;4.7;3.4;1.8;3.9;7.1;6.5;7.0;13.4;16.7;19.1;16.7;14.7;20.1;16.6;20.7;20.7;20.5;21.0;18.9;47.7;46.3;47.8;46.5;48.6;51.7;61.0;55.4;52.7;57.2;54.5;55.0;24.0;20.3;27.9;27.0;23.7;25.4;23.4;24.6;27.2;29.5;30.9;31.9;13.6;14.6;15.4;14.8;18.6;16.8;16.8;15.3;16.1;14.4;17.7;14.0;34.9;40.4;36.5;32.2;31.7;41.3;38.3;43.6;42.9;43.3;38.9;35.6;
        Cantabria;17.1;16.9;21.4;24.3;23.3;20.8;26.2;26.9;22.1;23.8;23.6;26.2;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.6;..;..;0.1;0.1;..;0.3;1.0;1.1;1.0;1.4;0.7;1.1;0.9;1.4;1.7;1.8;2.4;1.9;4.2;4.5;7.7;8.8;6.9;6.3;10.4;9.6;8.0;7.2;5.9;7.5;2.3;2.0;1.4;2.3;4.4;3.0;2.9;4.4;3.2;3.5;4.0;3.6;2.2;2.5;3.3;3.7;3.3;2.7;3.4;2.3;2.3;3.4;3.0;3.8;7.3;6.8;8.0;8.1;8.1;7.0;8.6;9.2;6.8;7.9;8.2;9.1;
        Castilla y León;86.2;85.7;93.8;104.5;107.7;98.4;111.3;118.1;118.4;113.7;117.4;124.1;0.7;0.3;0.6;0.6;0.2;0.6;0.7;0.9;1.3;2.2;0.6;1.1;2.2;1.3;1.6;1.9;2.1;1.6;2.3;1.5;1.3;1.3;1.4;2.1;9.1;10.2;7.8;8.8;8.7;8.8;9.0;9.4;9.3;8.6;11.0;13.2;30.9;28.1;34.7;37.0;40.5;32.7;38.1;37.3;41.7;37.3;37.0;37.2;9.7;11.8;11.2;13.7;14.1;11.4;14.7;15.1;13.6;12.7;13.5;15.7;9.0;9.1;11.6;12.2;10.4;11.7;11.8;14.9;13.5;12.4;14.9;15.8;24.6;24.7;26.3;30.3;31.7;31.5;34.7;39.0;37.6;39.3;39.1;39.0;
        Castilla - La Mancha;114.6;112.9;125.1;129.5;129.4;129.1;140.7;140.1;143.0;138.7;141.5;146.9;1.3;1.5;2.3;0.7;0.2;0.6;0.9;0.1;0.4;0.5;1.5;1.8;3.6;4.3;4.6;3.8;3.3;3.5;4.3;3.8;4.5;5.1;6.3;4.7;10.7;10.5;12.7;14.0;12.3;12.3;12.9;15.1;13.9;15.6;15.0;16.9;44.5;46.5;50.7;58.1;59.9;51.3;55.8;53.7;54.0;47.8;50.6;57.4;16.4;13.5;15.9;16.6;16.1;17.3;18.4;20.4;16.9;20.2;19.1;17.8;13.2;11.2;13.3;12.2;14.8;13.8;16.9;16.3;18.3;15.6;15.7;15.4;24.9;25.4;25.5;24.1;22.8;30.3;31.4;30.7;35.0;33.8;33.3;32.9;
        Cataluña;283.5;277.0;319.4;336.3;339.2;325.7;360.6;359.5;350.2;344.4;362.5;377.5;1.7;3.6;2.8;1.1;1.9;0.8;1.4;1.9;4.2;4.2;1.7;2.7;5.5;3.3;2.0;4.9;4.7;5.2;5.3;6.9;4.5;5.3;5.6;8.3;29.4;28.3;28.6;34.9;36.6;33.1;34.2;36.6;40.2;45.4;48.8;45.2;96.4;89.4;115.0;115.8;115.0;107.7;139.8;128.8;121.5;114.2;122.1;125.3;38.6;42.7;44.4;42.2;42.2;47.8;40.9;47.0;45.2;49.8;47.5;49.4;30.3;34.1;42.8;44.9;44.1;44.3;46.2;39.5;39.2;41.6;41.1;47.1;81.5;75.7;83.8;92.6;94.6;86.9;92.7;98.9;95.4;84.0;95.6;99.5;
        Comunitat Valenciana;240.6;249.5;270.6;258.4;254.9;262.0;266.5;277.2;269.7;286.5;300.0;326.5;1.5;2.3;2.3;1.3;1.6;0.6;0.7;1.6;2.0;0.8;0.4;2.2;4.8;0.9;2.3;3.7;3.7;2.8;1.9;3.1;2.5;4.5;4.0;6.9;10.5;15.8;16.9;17.4;19.9;18.3;21.1;20.1;19.8;23.9;28.7;27.2;81.0;97.7;110.7;90.9;98.8;105.3;107.2;110.7;99.0;116.8;105.0;104.1;38.8;32.5;42.0;39.0;23.8;32.0;37.3;39.1;38.3;38.8;47.5;57.1;33.0;34.6;38.9;42.4;37.1;36.9;34.8;37.0;35.6;33.9;42.8;48.9;70.9;65.8;57.5;63.7;70.1;66.1;63.5;65.5;72.7;67.8;71.6;80.0;
        Extremadura;73.3;66.0;69.7;74.8;73.8;68.1;74.0;77.5;73.8;71.5;70.6;75.8;..;0.6;0.3;0.7;1.0;1.1;1.3;0.7;0.4;0.2;0.5;1.2;0.8;1.3;1.4;1.9;1.5;1.5;1.6;2.3;1.5;2.0;2.2;2.4;6.8;6.5;6.8;8.8;9.1;7.0;7.4;6.1;3.7;5.6;5.4;5.1;36.8;29.4;30.8;33.0;34.4;31.1;34.0;34.1;37.0;32.2;37.3;39.1;4.8;4.6;5.4;5.3;6.8;5.1;5.3;6.7;6.8;7.8;8.6;6.5;7.0;9.0;9.3;8.6;7.1;6.5;7.5;8.9;7.3;6.6;4.8;5.1;17.1;14.5;15.6;16.4;14.0;15.9;16.8;18.7;17.0;17.0;12.0;16.4;
        Galicia;101.5;102.5;109.3;113.3;111.4;112.3;123.7;132.8;125.9;123.3;137.4;138.3;0.2;0.1;0.6;0.3;0.5;0.3;0.2;0.2;..;0.3;0.3;0.1;1.8;1.3;1.6;2.2;1.8;1.6;2.2;1.3;0.9;1.6;0.5;1.0;7.1;6.8;7.6;9.4;6.6;7.7;7.4;9.1;9.7;7.0;10.8;9.1;37.5;36.7;38.1;37.3;38.6;37.6;45.1;47.4;46.9;44.8;49.7;53.3;12.5;12.1;11.2;12.0;12.7;11.0;13.8;14.2;13.3;16.9;17.0;14.1;9.8;10.7;12.9;14.6;11.8;11.4;13.0;16.0;13.5;12.5;14.6;15.3;32.7;34.7;37.3;37.5;39.4;42.7;42.1;44.6;41.6;40.2;44.6;45.5;
        Madrid, Comunidad de;245.7;261.2;277.3;293.4;276.6;271.0;302.8;283.2;291.5;301.6;316.9;352.6;3.5;0.6;0.6;2.2;0.7;1.4;3.6;2.2;1.5;0.9;2.9;2.2;1.3;1.3;3.4;2.6;3.8;4.8;8.3;4.1;4.1;3.0;3.4;5.0;12.7;16.6;16.7;23.3;15.7;20.0;19.2;18.8;15.6;15.8;25.2;21.2;73.7;69.2;80.1;85.5;85.9;72.7;87.9;82.9;81.8;83.1;90.6;95.0;50.0;58.4;58.1;52.7;54.4;43.5;60.2;64.7;83.6;70.5;66.3;77.2;20.1;19.0;25.4;29.7;23.8;19.8;17.8;23.0;23.4;19.5;26.2;27.4;84.3;96.0;93.0;97.5;92.1;108.8;105.8;87.5;81.5;108.7;102.4;124.6;
        Murcia, Región de;69.1;66.9;64.8;79.1;83.7;80.0;94.5;88.9;95.4;95.4;89.9;90.0;1.6;1.7;..;..;1.8;2.3;2.2;2.8;1.2;1.0;1.5;1.5;0.8;0.6;1.0;1.4;1.7;1.7;1.2;2.5;2.0;3.1;2.0;2.2;6.3;4.8;8.7;11.2;8.1;8.2;11.5;10.3;12.4;12.0;9.9;9.6;29.7;28.8;27.1;28.2;35.2;27.3;34.7;36.4;38.3;38.4;35.4;33.6;8.5;6.9;8.2;11.4;10.7;14.3;14.8;9.7;11.9;12.8;11.4;11.9;9.0;8.4;6.5;12.7;10.0;9.9;14.8;12.1;11.4;10.9;11.3;10.2;13.0;15.6;13.4;14.2;16.1;16.3;15.3;15.2;18.1;17.3;18.3;21.0;
        Navarra, Comunidad Foral de;15.7;19.8;21.6;24.1;21.8;21.5;18.8;23.8;21.2;20.1;23.2;26.7;1.3;0.7;0.6;1.0;..;..;..;..;..;..;..;0.3;0.4;1.3;0.9;0.3;0.5;..;0.5;0.7;0.4;..;1.0;0.8;0.7;1.0;1.4;2.2;1.5;1.4;0.6;1.5;1.2;1.1;2.2;2.8;4.0;4.1;5.7;7.1;7.1;3.9;4.9;6.8;7.2;7.3;6.1;8.5;1.7;3.2;4.3;4.8;3.2;4.4;2.9;3.2;3.0;3.0;3.9;4.2;2.3;1.7;2.8;2.6;2.6;3.2;2.5;3.0;2.2;1.5;3.0;2.8;5.3;7.7;5.8;6.1;6.9;8.6;7.4;8.6;7.2;7.3;7.0;7.3;
        País Vasco;61.1;71.0;61.3;62.9;65.8;65.5;75.0;77.9;81.0;73.5;74.9;83.5;0.6;0.3;0.3;..;0.6;0.4;..;0.6;0.7;0.8;..;..;0.2;..;0.7;0.4;0.8;0.3;0.7;0.4;0.2;0.6;0.5;0.4;1.4;1.4;2.0;2.5;1.9;2.6;2.8;2.6;4.4;5.1;6.0;5.3;19.6;21.0;18.5;17.5;19.8;17.4;22.9;22.5;22.8;19.9;22.8;25.5;8.4;11.1;8.3;8.6;8.1;6.4;8.1;10.2;11.1;9.2;9.2;9.5;4.5;7.6;9.1;9.2;8.8;10.5;12.7;11.3;9.4;6.7;8.4;10.8;26.3;29.6;22.4;24.7;25.6;27.9;27.9;30.2;32.4;31.2;27.9;32.0;
        Rioja, La;9.1;10.2;13.3;9.9;9.5;9.3;13.8;14.7;15.0;14.9;14.7;16.3;..;0.2;0.2;0.1;0.2;0.3;0.2;0.2;0.1;0.3;0.2;0.1;0.3;0.3;..;0.2;0.1;..;0.3;..;0.1;0.2;0.1;0.4;0.9;1.1;0.9;0.7;0.7;0.8;0.8;1.2;1.0;1.4;1.4;1.1;2.5;2.8;5.2;3.7;2.7;2.7;5.0;5.6;5.2;5.3;4.2;5.3;1.5;1.5;1.1;1.1;1.9;2.1;2.4;2.5;2.6;2.1;2.5;2.7;0.8;0.9;0.9;0.9;0.7;1.2;1.2;0.9;1.9;2.0;2.1;2.3;3.1;3.4;5.0;3.0;3.2;2.2;3.9;4.4;4.2;3.6;4.2;4.1;
        Ceuta;4.1;5.1;4.7;5.3;4.5;6.6;4.7;6.1;6.0;5.3;5.5;4.9;0.2;..;0.1;0.1;..;..;0.2;0.2;..;0.1;..;0.1;0.2;0.6;0.5;0.5;0.5;0.6;0.3;0.1;0.1;0.3;0.5;0.5;0.8;0.7;0.9;0.8;0.7;1.3;0.7;0.9;0.6;0.1;1.0;0.7;1.5;2.3;2.0;2.2;1.8;2.4;1.6;2.8;3.2;2.2;2.3;2.3;0.4;0.2;0.1;0.3;0.4;0.5;0.5;0.8;0.9;1.1;0.5;0.5;0.3;0.6;0.4;0.5;0.7;0.7;0.6;0.5;0.2;0.2;0.4;0.1;0.6;0.8;0.7;0.9;0.4;1.3;0.8;0.7;1.1;1.2;0.9;0.7;
        Melilla;5.4;6.3;5.5;4.8;5.2;5.4;6.1;6.8;5.9;6.1;5.0;3.8;0.1;0.1;0.1;..;0.1;..;..;..;..;..;0.3;0.4;0.6;0.4;0.8;0.7;0.7;0.6;0.6;0.9;0.8;1.0;0.8;0.6;1.2;1.1;0.4;0.9;0.7;1.0;0.8;1.1;1.0;0.4;0.5;0.3;1.0;1.6;1.1;1.2;1.0;1.3;1.6;1.8;1.2;1.4;1.6;1.2;0.8;1.0;1.6;0.4;1.0;1.3;1.2;1.5;1.4;1.2;0.9;0.2;0.2;0.2;0.2;0.5;0.4;0.6;0.7;0.5;0.7;1.0;0.4;0.4;1.4;1.8;1.3;1.0;1.3;0.7;1.2;0.9;0.9;1.0;0.5;0.8;
Notas:
Los resultados de Ceuta y Melilla deben tomarse con precaución porque pueden estar afectados por grandes errores de muestreo.
<strong>Analfabetos:</strong> Coincide con el código 01 de la clasificación de programas y certificaciones en niveles de formación alcanzados de la CNED 2014.

<strong>Estudios primarios incompletos:</strong> Coincide con el código 02 de la clasificación de programas y certificaciones en niveles de formación alcanzados de la CNED 2014.

<strong>Educación primaria :</strong> Coincide con el código 10 de la clasificación de programas y certificaciones en niveles de formación alcanzados de la CNED 2014.

<strong>Primera etapa de educación secundaria y similar:</strong> Comprende los códigos 21 a 24 de la clasificación de programas y certificaciones en niveles de formación alcanzados de la CNED 2014.

<strong>Segunda etapa de educación secundaria con orientación general :</strong> Coincide con el código 32 de la clasificación de programas y certificaciones en niveles de formación alcanzados de la CNED 2014.

<strong>Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior):</strong> Comprende los códigos 33 a 35, 38 y 41 de la clasificación de programas y certificaciones en niveles de formación alcanzados de la CNED 2014.

<strong>Educación superior:</strong> Comprende los códigos 51, 52, 61 a 63, 71 a 75 y 81 de la clasificación de programas y certificaciones en niveles de formación alcanzados de la CNED 2014.

 
Fuente: Instituto Nacional de Estadística
